congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,D000615,Duncan,SC,3,R,93,0.89247311827957,0.95159438,38
116,house,D000615,Duncan,SC,3,R,82,0.975609756097561,0.95795779,38
0,house,D000616,DesJarlais,TN,4,Republican,176,0.9375,0.95487311,41.2
115,house,D000616,DesJarlais,TN,4,R,96,0.916666666666667,0.95078451,41.2
116,house,D000616,DesJarlais,TN,4,R,80,0.9625,0.95977942,41.2
0,house,D000617,DelBene,WA,1,Democrat,178,0.146067415730337,0.23010247,-16.3
115,house,D000617,DelBene,WA,1,D,95,0.231578947368421,0.37090773,-16.3
116,house,D000617,DelBene,WA,1,D,83,0.0481927710843374,0.06893982,-16.3
0,house,D000619,Davis,IL,13,Republican,179,0.910614525139665,0.63544463,5.5
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,83,0.843373493975904,0.45233049,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.344086021505376,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.344086021505376,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.942528735632184,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.942528735632184,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,176,0.0681818181818182,0.10937615,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.106382978723404,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,82,0.024390243902439,0.02899449,-48.8
0,house,D000624,Dingell,MI,12,Democrat,178,0.129213483146067,0.16678162,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,83,0.0481927710843374,0.05286698,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.872340425531915,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.872340425531915,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,176,0.903409090909091,0.95082071,34.5
115,house,D000626,Davidson,OH,8,R,95,0.863157894736842,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,81,0.950617283950617,0.95307619,34.5
0,house,D000627,Demings,FL,10,Democrat,180,0.144444444444444,0.16496407,-26.9
115,house,D000627,Demings,FL,10,D,96,0.229166666666667,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,84,0.0476190476190476,0.05179986,-26.9
0,house,D000628,Dunn,FL,2,Republican,176,0.977272727272727,0.95559819,35.6
115,house,D000628,Dunn,FL,2,R,95,0.989473684210526,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,81,0.962962962962963,0.95652135,35.6
0,house,D000629,Davids,KS,3,Democrat,84,0.0595238095238095,0.21549285,-1.2
116,house,D000629,Davids,KS,3,D,84,0.0595238095238095,0.21549285,-1.2
0,house,D000630,Delgado,NY,19,Democrat,84,0.0476190476190476,0.50639755,6.8
116,house,D000630,Delgado,NY,19,D,84,0.0476190476190476,0.50639755,6.8
0,house,D000631,Dean,PA,4,Democrat,84,0.0357142857142857,0.061667810000000003,-19.3
116,house,D000631,Dean,PA,4,D,84,0.0357142857142857,0.061667810000000003,-19.3
0,house,E000179,Engel,NY,16,Democrat,177,0.096045197740113,0.11248311,-52.6
115,house,E000179,Engel,NY,16,D,93,0.161290322580645,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,84,0.0238095238095238,0.03900392,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,173,0.127167630057803,0.10864921,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.197802197802198,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,82,0.0487804878048781,0.03977387,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.0987654320987654,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.0987654320987654,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.263157894736842,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.263157894736842,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,168,0.916666666666667,0.93359634,25.7
115,house,E000294,Emmer,MN,6,R,94,0.893617021276596,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,74,0.945945945945946,0.92455484,25.7
0,house,E000296,Evans,PA,3,Democrat,176,0.113636363636364,0.08998313,-83.9
115,house,E000296,Evans,PA,2,D,94,0.180851063829787,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,82,0.0365853658536585,0.03334386,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,180,0.0888888888888889,0.08606744,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.114583333333333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,84,0.0595238095238095,0.03214199,-86.9
0,house,E000298,Estes,KS,4,Republican,153,0.967320261437909,0.93119826000000006,27.2
115,house,E000298,Estes,KS,4,R,70,0.942857142857143,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,83,0.987951807228916,0.93663776,27.2
0,house,E000299,Escobar,TX,16,Democrat,83,0.036144578313253,0.0437598,-40.7
116,house,E000299,Escobar,TX,16,D,83,0.036144578313253,0.0437598,-40.7
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.893617021276596,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.893617021276596,0.71058572,0.9
0,house,F000448,Franks,AZ,8,Republican,56,0.928571428571429,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.928571428571429,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,176,0.943181818181818,0.91535342,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.978723404255319,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,82,0.902439024390244,0.8999778,21.3
0,house,F000450,Foxx,NC,5,Republican,179,0.93854748603352,0.88668403,17.6
115,house,F000450,Foxx,NC,5,R,96,0.927083333333333,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,83,0.951807228915663,0.85445651,17.6
0,house,F000454,Foster,IL,11,Democrat,178,0.146067415730337,0.1789902,-23.5
115,house,F000454,Foster,IL,11,D,94,0.234042553191489,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,84,0.0476190476190476,0.05540691,-23.5
0,house,F000455,Fudge,OH,11,Democrat,174,0.109195402298851,0.10225701,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.172043010752688,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,81,0.037037037037037,0.03747342,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,180,0.983333333333333,0.95251608,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.979166666666667,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,84,0.988095238095238,0.95572485,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.928571428571429,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.928571428571429,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,175,0.971428571428571,0.88792669,17.5
115,house,F000461,Flores,TX,17,R,95,0.989473684210526,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,80,0.95,0.85716239,17.5
0,house,F000462,Frankel,FL,21,Democrat,164,0.134146341463415,0.21387873,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.206896551724138,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,77,0.051948051948052,0.06686274,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.895833333333333,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.895833333333333,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,179,0.966480446927374,0.94912083,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,83,0.963855421686747,0.95076224,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,178,0.629213483146067,0.46727949,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,82,0.378048780487805,0.1970564,-2
0,house,F000467,Finkenauer,IA,1,Democrat,84,0.0714285714285714,0.36794951,3.5
116,house,F000467,Finkenauer,IA,1,D,84,0.0714285714285714,0.36794951,3.5
0,house,F000468,Fletcher,TX,7,Democrat,84,0.0833333333333333,0.21057354,-1.4
116,house,F000468,Fletcher,TX,7,D,84,0.0833333333333333,0.21057354,-1.4
0,house,F000469,Fulcher,ID,1,Republican,84,0.964285714285714,0.95925219,38.3
116,house,F000469,Fulcher,ID,1,R,84,0.964285714285714,0.95925219,38.3
0,house,G000061,Garcia,CA,25,Republican,11,0.909090909090909,0.09093357,-6.7
116,house,G000061,Garcia,CA,25,R,11,0.909090909090909,0.09093357,-6.7
0,house,G000289,Goodlatte,VA,6,Republican,96,0.958333333333333,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.958333333333333,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,159,0.968553459119497,0.94245544,30.2
115,house,G000377,Granger,TX,12,R,89,0.97752808988764,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,70,0.957142857142857,0.94133531,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.288888888888889,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.288888888888889,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.114942528735632,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.114942528735632,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,171,0.947368421052632,0.95281259,31.4
115,house,G000546,Graves,MO,6,R,89,0.97752808988764,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,82,0.914634146341463,0.94934744,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,177,0.0677966101694915,0.15044107,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.104166666666667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,81,0.0246913580246914,0.03815646,-29.9
0,house,G000552,Gohmert,TX,1,Republican,172,0.866279069767442,0.95533988,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.804347826086957,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,80,0.9375,0.96330094,46.9
0,house,G000553,Green,TX,9,Democrat,180,0.111111111111111,0.10229576,-61.3
115,house,G000553,Green,TX,9,D,96,0.177083333333333,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,84,0.0357142857142857,0.0366863,-61.3
0,house,G000558,Guthrie,KY,2,Republican,176,0.977272727272727,0.95434805,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.989583333333333,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,80,0.9625,0.95871185,39.9
0,house,G000559,Garamendi,CA,3,Democrat,177,0.175141242937853,0.26936629,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.284210526315789,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,82,0.0487804878048781,0.08221513,-12.6
0,house,G000560,Graves,GA,14,Republican,176,0.977272727272727,0.95948823,52.9
115,house,G000560,Graves,GA,14,R,95,0.978947368421053,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,81,0.975308641975309,0.97196384,52.9
0,house,G000563,Gibbs,OH,7,Republican,175,0.965714285714286,0.94867818,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,79,0.962025316455696,0.9517561,29.7
0,house,G000565,Gosar,AZ,4,Republican,165,0.866666666666667,0.95351836,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,75,0.973333333333333,0.96060859,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.979166666666667,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.979166666666667,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,175,0.908571428571429,0.95837058,41.5
115,house,G000568,Griffith,VA,9,R,93,0.89247311827957,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,82,0.926829268292683,0.96870352,41.5
0,house,G000571,Gabbard,HI,2,Democrat,144,0.1875,0.1662675,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.252747252747253,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,53,0.0754716981132075,0.06128572,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,176,0.113636363636364,0.11708905,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.170212765957447,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,82,0.0487804878048781,0.04100273,-49.2
0,house,G000576,Grothman,WI,6,Republican,178,0.943820224719101,0.87859975,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,82,0.951219512195122,0.84089047,16.9
0,house,G000577,Graves,LA,6,Republican,179,0.916201117318436,0.95140547,33.8
115,house,G000577,Graves,LA,6,R,96,0.885416666666667,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,83,0.951807228915663,0.95406292,33.8
0,house,G000578,Gaetz,FL,1,Republican,172,0.854651162790698,0.95878258,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.810526315789474,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,77,0.909090909090909,0.96945369,39.3
0,house,G000579,Gallagher,WI,8,Republican,172,0.895348837209302,0.88367025,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,76,0.842105263157895,0.84466753000000006,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,177,0.220338983050847,0.22742286,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.347368421052632,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,82,0.0731707317073171,0.06785163,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,179,0.324022346368715,0.51456804,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.552083333333333,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,83,0.0602409638554217,0.2816971,1.1
0,house,G000584,Gianforte,MT,0,Republican,146,0.952054794520548,0.89768013,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.935483870967742,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,84,0.964285714285714,0.89246096,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,141,0.106382978723404,0.08789597,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.175438596491228,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,84,0.0595238095238095,0.03428766,-72.9
0,house,G000586,García,IL,4,Democrat,84,0.0476190476190476,0.0350383,-68.9
116,house,G000586,García,IL,4,D,84,0.0476190476190476,0.0350383,-68.9
0,house,G000587,Garcia,TX,29,Democrat,84,0.0595238095238095,0.04126608,-45.7
116,house,G000587,Garcia,TX,29,D,84,0.0595238095238095,0.04126608,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,83,0.927710843373494,0.83458814,16.6
116,house,G000588,Gonzalez,OH,16,R,83,0.927710843373494,0.83458814,16.6
0,house,G000589,Gooden,TX,5,Republican,83,0.963855421686747,0.94083537,28.4
116,house,G000589,Gooden,TX,5,R,83,0.963855421686747,0.94083537,28.4
0,house,G000590,Green,TN,7,Republican,81,0.950617283950617,0.95891969,39.3
116,house,G000590,Green,TN,7,R,81,0.950617283950617,0.95891969,39.3
0,house,G000591,Guest,MS,3,Republican,84,0.976190476190476,0.92489477,24.5
116,house,G000591,Guest,MS,3,R,84,0.976190476190476,0.92489477,24.5
0,house,G000592,Golden,ME,2,Democrat,84,0.119047619047619,0.65218749,10.3
116,house,G000592,Golden,ME,2,D,84,0.119047619047619,0.65218749,10.3
0,house,H000324,Hastings,FL,20,Democrat,169,0.0887573964497041,0.10230367,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,79,0.0506329113924051,0.03880596,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,179,0.122905027932961,0.14638274,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684210526,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,84,0.0476190476190476,0.04783326,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916666666667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916666666667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,178,0.134831460674157,0.20322346,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255319149,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,84,0.0357142857142857,0.06112945,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,175,0.177142857142857,0.18068356,-23
115,house,H001047,Himes,CT,4,D,93,0.290322580645161,0.28953016,-23
116,house,H001047,Himes,CT,4,D,82,0.0487804878048781,0.05723559,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.953020134228188,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.946808510638298,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.963636363636364,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.214285714285714,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.214285714285714,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,178,0.926966292134832,0.94302584,28.6
115,house,H001052,Harris,MD,1,R,95,0.873684210526316,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,83,0.987951807228916,0.94146687,28.6
0,house,H001053,Hartzler,MO,4,Republican,174,0.96551724137931,0.95317917,36
115,house,H001053,Hartzler,MO,4,R,94,0.978723404255319,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,80,0.95,0.95539887,36
0,house,H001056,Herrera Beutler,WA,3,Republican,174,0.816091954022989,0.69013906,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.91578947368421,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,79,0.69620253164557,0.5323719,7.4
0,house,H001058,Huizenga,MI,2,Republican,177,0.966101694915254,0.88691604,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.978947368421053,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,82,0.951219512195122,0.85568316,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.968085106382979,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.968085106382979,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,178,0.157303370786517,0.28203165,-11.4
115,house,H001064,Heck,WA,10,D,95,0.242105263157895,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,83,0.0602409638554217,0.08647679,-11.4
0,house,H001065,Holding,NC,2,Republican,175,0.92,0.74640949,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,79,0.936708860759494,0.62086046,9.6
0,house,H001066,Horsford,NV,4,Democrat,84,0.0476190476190476,0.14370037,-4.9
116,house,H001066,Horsford,NV,4,D,84,0.0476190476190476,0.14370037,-4.9
0,house,H001067,Hudson,NC,8,Republican,164,0.926829268292683,0.85437955,15
115,house,H001067,Hudson,NC,8,R,90,0.922222222222222,0.89618146,15
116,house,H001067,Hudson,NC,8,R,74,0.932432432432432,0.8035394,15
0,house,H001068,Huffman,CA,2,Democrat,174,0.103448275862069,0.11209331,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826087,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,82,0.0365853658536585,0.04227246,-45.7
0,house,H001071,Hice,GA,10,Republican,176,0.926136363636364,0.93858485,25.5
115,house,H001071,Hice,GA,10,R,96,0.895833333333333,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,80,0.9625,0.93650633,25.5
0,house,H001072,Hill,AR,2,Republican,179,0.966480446927374,0.77118961,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,84,0.964285714285714,0.66741177,10.7
0,house,H001073,Hurd,TX,23,Republican,179,0.810055865921788,0.41241094,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.947916666666667,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,83,0.650602409638554,0.16904484,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,178,0.876404494382023,0.93920661,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.882978723404255,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,84,0.869047619047619,0.93623922,26.9
0,house,H001077,Higgins,LA,3,Republican,172,0.970930232558139,0.95359132,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,79,0.974683544303797,0.95886107,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.983870967741935,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.983870967741935,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,84,0.0476190476190476,0.06765027,-16.5
116,house,H001080,Haaland,NM,1,D,84,0.0476190476190476,0.06765027,-16.5
0,house,H001081,Hayes,CT,5,Democrat,84,0.0476190476190476,0.15603803,-4.1
116,house,H001081,Hayes,CT,5,D,84,0.0476190476190476,0.15603803,-4.1
0,house,H001082,Hern,OK,1,Republican,86,0.965116279069767,0.93951662,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,83,0.963855421686747,0.94177635,28.7
0,house,H001083,Horn,OK,5,Democrat,84,0.154761904761905,0.75805577,13.4
116,house,H001083,Horn,OK,5,D,84,0.154761904761905,0.75805577,13.4
0,house,H001085,Houlahan,PA,6,Democrat,84,0.0476190476190476,0.09837188,-9.3
116,house,H001085,Houlahan,PA,6,D,84,0.0476190476190476,0.09837188,-9.3
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,83,0.951807228915663,0.79782029,14.9
116,house,H001088,Hagedorn,MN,1,R,83,0.951807228915663,0.79782029,14.9
0,house,H001090,Harder,CA,10,Democrat,84,0.0357142857142857,0.17570468,-3
116,house,H001090,Harder,CA,10,D,84,0.0357142857142857,0.17570468,-3
0,house,I000056,Issa,CA,49,Republican,91,0.934065934065934,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.934065934065934,0.52656244,-7.5
0,house,J000020,Jacobs,NY,27,Republican,4,1,0.75724199,24.5
116,house,J000020,Jacobs,NY,27,R,4,1,0.75724199,24.5
0,house,J000032,Jackson Lee,TX,18,Democrat,178,0.106741573033708,0.10786851,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.168421052631579,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,83,0.036144578313253,0.03835778,-56.5
0,house,J000126,Johnson,TX,30,Democrat,170,0.111764705882353,0.10744966,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,82,0.0365853658536585,0.0377038,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.931034482758621,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.931034482758621,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.493333333333333,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,178,0.117977528089888,0.11130739,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.159574468085106,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,84,0.0714285714285714,0.0388562,-53.1
0,house,J000289,Jordan,OH,4,Republican,178,0.893258426966292,0.95052578,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,84,0.94047619047619,0.95337274,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
